title,currency,sold_price,sold_date
LEGO Knight Helmets 5 x NEW Flat Silver Castle Closed with Eye Slit HG41,£,4.49,9 Sep 2022
LEGO® Harry Potter™ Hogwarts™ Moment: Defence Against the Dark Arts  Class 76397,£,22.99,9 Sep 2022
LEGO Disney Encanto: Isabela's Magical Door (43201) Brand New,£,20.95,9 Sep 2022
Lego 76217 Marvel I am Groot 476 Pcs Age 10+,£,42.99,9 Sep 2022
LEGO Disney Princess Belle and the Beast's Castle Toy for Girls and Boys 43196,£,52.49,9 Sep 2022
"Street Lights / White Lamp Posts (8cm tall) x6, All parts LEGO New",£,11.99,9 Sep 2022
LEGO Seasonal: Ice Skating Rink 40416 New in box,£,20.0,9 Sep 2022
New listingLEGO 71773 NINJAGO Kai’s Golden Dragon Raider. NISB New Sealed FREE P&P✅,£,59.99,9 Sep 2022
LEGO Super Mario: Piranha Plant Expansion Set (71365) - New,£,12.62,9 Sep 2022
FREE DELIVERY. BRAND NEW. LEGO Technic: Airbus H175 Rescue Helicopter (42145),£,150.0,9 Sep 2022
"DC SUPER HERO GIRLS "" LA CHAMBRE DE WONDER WOMAN""",£,41.49,9 Sep 2022
LEGO 40145 EXCLUSIVE SHOP PROMO OPENING MISB New Sealed ,£,20.0,9 Sep 2022
NEW Lego CMF Series 13 Lady Cyclops (col13-15) inc. Stand & Free Gift!,£,4.0,9 Sep 2022
LEGO Marvel: The Goat Boat (76208),£,30.0,9 Sep 2022
LEGO Harry Potter Hogwarts Moment: Potions Class 76383 (271 Pieces) New/Sealed,£,13.03,9 Sep 2022
Lego 10210 Imperial Flagship - Sealed Box / Boite Scellée,£,1083.26,9 Sep 2022
NEW LEGO DOTS: Message Board (41951),£,16.0,9 Sep 2022
LEGO Minecraft: The Creeper Ambush (21177),£,4.85,9 Sep 2022
Lego Minifigure Standard Yellow Heads X10 With Recessed Stud / Spare Parts /,£,5.99,9 Sep 2022
LEGO Harry Potter 76404 Advent Calendar 2022 Age 7+ 334pcs,£,28.99,9 Sep 2022
NEW LEGO Star Wars The Child Baby Yoda Mandalorian Model Figure Set Boxed 75318,£,48.95,9 Sep 2022
Lego 76196 Marvel Super Heroes Adventskalender 2021 Neu OVP,£,41.49,9 Sep 2022
Lego 6x Green Bush 2x2x4  (6064) NEW!!!,£,7.99,9 Sep 2022
LEGO SPEED CHAMPIONS: McLaren Elva (76902),£,5.0,9 Sep 2022
LEGO 40547 Obi-Wan Kenobi & Darth Vader Star Wars Brickheadz Fast Shipping,£,40.73,9 Sep 2022
LEGO Star Wars: Poe Dameron's X-wing Fighter (75273) RRP £108 BNIB,£,69.85,9 Sep 2022
"1 m Schnur schwarz, 1,5  mm dick, Takelage, Seil  für Piratenschiff Segel ",£,1.98,9 Sep 2022
LEGO Harry Potter: Build Your Own Hogwarts Castle (30435),£,6.99,9 Sep 2022
New listingLEGO Forest Hideout 40567 Castle System - Brand New Sealed In Box 📦 - FREE P&P,£,29.99,9 Sep 2022
"Dog Waste Bins, & Dog Poos | Pack of two | Park City | NEW | All parts LEGO",£,4.99,9 Sep 2022
Bricklink “The Lego Story”(BL19008) Brand New #1884 /2000,£,150.0,9 Sep 2022
Lego SW Minifigure Heads x 6 Various Star Wars Heads as picture,£,3.5,9 Sep 2022
Lego Tree,£,2.99,9 Sep 2022
LEGO Minecraft: The Creeper Ambush (21177),£,7.0,9 Sep 2022
76403 LEGO Harry Potter The Ministry of Magic Building Set. Brand New Sealed,£,57.49,9 Sep 2022
LEGO CREATOR 3 in1 Vacation Getaways (31052) BRAND NEW & SEALED,£,75.0,9 Sep 2022
LEGO Harry Potter Hogwarts Dumbledore's Office 76402 Brand New Sealed.,£,46.0,9 Sep 2022
Lego Dimensions 71244  - Sonic The Hedgehog - Level Pack - Brand new  ,£,69.99,9 Sep 2022
New LEGO 40411 12 IN 1 Summer Playset Parrot Flamingo Sandcastle Seahorse Age 7+,£,10.95,9 Sep 2022
LEGO: Spider-Man No Way Home 76195 Spider-Man’s Drone Duel BNIB Sealed......,£,8.26,9 Sep 2022
Lego 76903 Speed Chevrolet Corvette C8.R Race car & 1969 Brand NEW Free Delivery,£,16.0,9 Sep 2022
New Lego Marvel The SHIELD Helicarrier set 76042 unopened sealed,£,399.9,9 Sep 2022
LEGO 60170 City Off-Road Chase Box Damaged,£,11.32,9 Sep 2022
BNIP LEGO 30382 JURASSIC WORLD BABY VELOCIRAPTOR PLAYPEN ,£,6.95,9 Sep 2022
Lego Speed Champions Nissan GT-R NISMO 76896 BRAND NEW in Box FREE Signed P&P,£,28.95,9 Sep 2022
LEGO CITY: People Pack - Space Research and Development (60230),£,30.0,9 Sep 2022
LEGO SPEED CHAMPIONS: McLaren Mercedes Pit Stop (75911) Brand New Sealed,£,85.0,9 Sep 2022
LEGO Racers 1239 - New Stock - Free UK Delivery,£,5.97,9 Sep 2022
LEGO Creator Expert Assembly Square 10255 Brand New Boxed Sealed,£,200.0,9 Sep 2022
Lego 75015 Star Wars Corporate Alliance Tank Droid Brand New in Sealed Box,£,89.99,9 Sep 2022
LEGO Star Wars Corporate Alliance Tank Droid (7748),£,90.0,9 Sep 2022
Lego 75040 Star Wars General Grievous Wheel Bike Ben Kenobi BRAND NEW!,£,94.99,9 Sep 2022
title,currency,sold_price,sold_date
LEGO Minifigure Hair Wigs BRAND NEW - Large Selection 160 Types Choose Mix SAVE,,,9 Sep 2022
Star Wars Lego 10129: Rebel Snowspeeder - UCS BNIB - Opened to show contents,£,790.0,9 Sep 2022
LEGO Technic Monster Jam Megalodon (42134) *BRAND NEW*,£,6.5,9 Sep 2022
LEGO Eternals: Eternals’ Aerial Assault (76145),£,0.99,9 Sep 2022
Lego Technic Technik 1x Differential Gear Getriebe #6573 komplett NEUWARE,£,2.6,9 Sep 2022
Lego Technic Technik 10 Liftarme 7 Löcher #32524 weiss NEUWARE,£,1.25,9 Sep 2022
Lego Technic Technik 10x Verbinder #59443 #6538 weiss NEUWARE,£,1.25,9 Sep 2022
Lego Star Wars 75328 The Mandalorian Helmet - Brand New & Sealed,£,43.95,9 Sep 2022
Lego 40567 Forest Hideout New unopened ,£,31.0,9 Sep 2022
LEGO WHITE POLAR BEAR FROM SET 60062 FRIENDS MINIFIGURE ANIMAL BRAND NEW + FISH,£,9.99,9 Sep 2022
LEGO Creator 30576 Holiday Christmas Tree ( FAST DISPATCH ),£,9.99,9 Sep 2022
Lego Super Mario 71410 Hammer Bro - Series 5 Character Pack,£,7.99,9 Sep 2022
LEGO SUPER MARIO MAGIKOOPA SERIES 5 71410 SUPERMARIO CHARACTER PACK,£,7.95,9 Sep 2022
NEW LEGO Classic Basic Brick Set 11002 Building Kit (300 Pieces) FREE SHIPPING!!,£,19.14,9 Sep 2022
NEW NIB LEGO Thanksgiving 40261 NISB Factory Sealed,£,25.68,9 Sep 2022
LEGO TECHNIC COMPACT TRACKED LOADER 42032 AND 42088 BOXED - NEW DAMAGED BOX),£,19.95,9 Sep 2022
LEGO 40261 Ernte Dank Fest Acker Kutsche Baum 2 Figuren Exclusiv RAR NEU Sealed,£,13.97,9 Sep 2022
"Lego DUPLO ,Truck & Tracked Excavator 10931 Age 2+ 20pcs",£,19.99,9 Sep 2022
LEGO 71029 Minifigures Series 21 | 1 Pack Supplied At Random,£,3.49,9 Sep 2022
LEGO CREATOR: Easter Bunny (30583),£,0.99,9 Sep 2022
LEGO BrickHeadz 41587 DC ROBIN - NEW AND SEALED,£,15.0,9 Sep 2022
LEGO Technic Rescue Hovercraft (42120) - NEW/BOXED/SEALED lego 42120 lego boys,£,18.99,9 Sep 2022
New listingLEGO 71033 The Muppets Minifigures Full Set 12 Figures NEW IN SEALED BAGS🌈,£,43.49,9 Sep 2022
LEGO TECHNIC: Motorcycle (42132),£,4.99,9 Sep 2022
Lego Marvel Super Heroes Spider-Man Spiderjet Vs Venom Mech 76150 BNIB,£,49.99,9 Sep 2022
Lego City Fire Brigade Helicopter 30019,£,7.78,9 Sep 2022
LEGO Architecture - Las Vegas - 21047 - New & Sealed ,£,45.0,9 Sep 2022
Lego Super Heroes - Gotham City Cycle Chase 76053 ** NEW sealed **,£,22.8,9 Sep 2022
LEGO-CITY - POLICE - KEYRING -  BRAND NEW - WITH TAGS Duke Detain 854005,£,3.99,9 Sep 2022
LEGO 7189 Castle: Mill Village Raid (7189)... the one with the goats.,£,390.0,9 Sep 2022
LEGO Creator Expert: James Bond Aston Martin DB5 (10262),£,185.0,9 Sep 2022
Lego 75330 Star Wars Dagobah Jedi Training Diorama 1000Pcs Age 18+,£,55.0,9 Sep 2022
New listingLEGO Star Wars: The Bad Batch Attack Shuttle (75314),£,50.0,9 Sep 2022
LEGO SPEED CHAMPIONS: Ferrari F40 Competizione :  75890,£,12.55,9 Sep 2022
LEGO DUPLO 10909 Heart Box Toddler Gift Set 80 Piece18m+ Brand New Set 1,£,13.13,9 Sep 2022
,£,39.17,9 Sep 2022
LEGO Minecraft: The End Portal (21124) RETIRED.. Sealed ..Brand New,£,152.32,9 Sep 2022
"LEGO 76099 Marvel Super Heroes Rhino Face-Off by the Mine , Black Panther",£,35.0,9 Sep 2022
LEGO Marvel Spidey Amazing Friends Spider Man at Doc Ocks Lab 10783 Building Set,£,26.99,9 Sep 2022
LEGO Star Wars: Encounter on Jakku (75148),£,32.99,9 Sep 2022
LEGO 10289 Creator Expert Bird of Paradise House Plant Set (BNIB),£,96.99,9 Sep 2022
LEGO Parts NEW - Pack of 2 Arm Skeleton 93609 DARK BLUISH GREY,£,1.85,9 Sep 2022
New listingLEGO Disney Series 2 Minifigures 71024 Elsa New,£,4.75,9 Sep 2022
New listingLEGO Disney Series 2 Minifigures 71024 Anna New,£,4.0,9 Sep 2022
LEGO Dc Comics Super Heroes: Batmobile Tumbler (76240),£,154.0,9 Sep 2022
Lego 76912 Speed Champions Fast & Furious 1970 Dodge Charger R/T 345 Pcs Age 8+,£,18.99,9 Sep 2022
BRICKLED CUSTOM ROUND 2X2 BRICK BLUE LED FOR LEGO,£,1.97,9 Sep 2022
BUMSTORE CUSTOM 2X2 RED LED LIGHT BRICK FOR LEGO NEW,£,1.98,9 Sep 2022
LEGO Dentist Female Minifigure Doctor Hospital Assembly Square,£,6.99,9 Sep 2022
LEGO 75879 - Speed Champions - F1 Scuderia Ferrari   - Retired Set,£,40.0,9 Sep 2022
LEGO Amelia Earhart Tribute 40450 and Lego Jane Goodall Tribute 40530 Both NISB,£,37.99,9 Sep 2022
"Lego 76391 Hogwarts Icons Collector's Edition Harry Potter Gift Set✅BNIB, FREE🚚",£,224.95,9 Sep 2022
Lego 8727 Bionicle Inika Toa Jaller Sealed Never Opened Retired Piece,£,39.99,9 Sep 2022
Lego City Diver 30370 BNIP,£,4.89,9 Sep 2022
LEGO City 30570 Wildlife Rescue Hovercraft - Polybag Set,£,4.95,9 Sep 2022
LEGO (80146 / 6426244) 90th Anniversary Mini Castle Walmart Exclusive,£,52.22,9 Sep 2022
LEGO® 6 x 44728 Winkel Platte 1 x 2 - 2 x 2 schwarz 6117973 (#SW15) ,£,1.35,9 Sep 2022
LEGO Super Mario: Character Packs - Series 5 (71410) Waddlewing,£,4.2,9 Sep 2022
Lego Nurse Minifigure Brown Hair Reversible Head Hospital Paramedic ,£,2.99,9 Sep 2022
LEGO 31122 Fish Tank Aquarium Tropical Creator 3in1 Treasure Chest,£,34.0,9 Sep 2022
title,currency,sold_price,sold_date
Lego NINJAGO Thunder Keeper Polybag 892176 ,£,3.99,9 Sep 2022
"LEGO Animal Coral Bird, Friends / Elves",£,2.5,9 Sep 2022
Blue Ocean LEGO Friends Ping Pong Table Foil Pack Set 561803 (Bagged),£,5.99,9 Sep 2022
LEGO Technic Cherry Picker (42088) Brand New Sealed Box,£,9.75,9 Sep 2022
LEGO Creator Expert: Winter Village Station (10259) new unopened retired set ,£,179.0,9 Sep 2022
Lego 76403 Harry Potter The Ministry of Magic 990 Pcs Set NEW SEALED RARE,£,64.9,9 Sep 2022
"LEGO Minecraft The Nether Bastion Battle Action Toy, with Mobs Figures 21185",£,27.99,9 Sep 2022
LEGO® Ninjago™ City Gardens 71741 brand new factory sealed ,£,265.99,9 Sep 2022
LEGO CREATOR: Fantasy Forest Creatures (31125),£,9.99,9 Sep 2022
LEGO Galaxy Squad Rare Discontinued Set 70702 - Brand New Unopened,£,40.0,9 Sep 2022
LEGO Star Wars Jedi Starfighter Polybag NEW - 912172 - RBB,£,3.75,9 Sep 2022
LEGO Kai Ninjago Mini Figure Legacy Rebooted - NEW - 71704 71735 NJO630 R1315,£,3.49,9 Sep 2022
LEGO Minifigure Hair with Beard and Mouth Hole 2 x Dark Brown NEW H120,£,3.99,9 Sep 2022
Lego Super Mario Gold & Silver Coins Limited Edition with collectors cards NEW !,£,14.99,9 Sep 2022
75080 LEGO STAR WARS AAT - RETIRED PRODUCT - BNIB Jar Jar Binks,£,54.95,9 Sep 2022
Lego 75927 Jurassic World Stygimoloch Breakout Set NEW unopened,£,44.99,9 Sep 2022
LEGO Marvel Iron Man Mark 50 Super Heroes Figure NEW 76108 76125 SH496 R1141,£,10.99,9 Sep 2022
Lego Pirates of Barracuda Bay - Brand New and Unopened - Rare! ,£,214.99,9 Sep 2022
Lego TMNT Mini Figure Lot Shredder Splinter Turtles With Display Stand,£,73.1,9 Sep 2022
Star Wars LEGO Mini Figure Heads 4 x NEW Furrowed Look Straight line Mouth FH24,£,3.99,9 Sep 2022
*NEW* Lego Muskets Rifles Pistols Swords Gems Crystals for Minifigs Figs Pack,£,6.97,9 Sep 2022
LEGO Bolobo Ninjago Mini Figure - NEW - 71735 NJO638 R187,£,3.99,9 Sep 2022
LEGO Stuntz Clown - Cute - NEW 60294 CTY1316 F17,£,6.49,9 Sep 2022
LEGO Harry Potter Gabrielle Delacour Mini Figure - NEW 75958 HP203 R1346,£,6.99,9 Sep 2022
LEGO Mini Figure Santa Heads 4 x NEW Glasses / White and Grey Eyebrows FH22,£,3.99,9 Sep 2022
LEGO Harry Potter Mini Figure NEW - Fleur Delacour 75958 HP202 R517,£,8.99,9 Sep 2022
LEGO Rubeus Hagrid Harry Potter Mini Figure - NEW 75958 HP200 R1132,£,9.99,9 Sep 2022
100x LEGO 3069b Fliese Tile Blau / Transparent / Trans Dark Blue / Medium Azure,,,9 Sep 2022
Lego 4x Brique Brick Modified 2x2 rail grooves axle hole gris foncé 90258 NEUF,£,1.34,9 Sep 2022
Lego Parts for Halloween Ideas Skeleton and Grave polybag 11930 no instructions,£,3.99,9 Sep 2022
Lego Mixels Series 3 - Footi And Hoogi- Set Of 2,£,16.0,9 Sep 2022
LEGO CREATOR: Frog Polybag Set 7606 BNSIP,£,6.99,9 Sep 2022
Lego 76906 Speed Champions 1970 Ferrari 512 M 291Pcs Age 8+,£,19.95,9 Sep 2022
Lego 76907 Speed Champions Lotus Evija 247Pcs Age 8+,£,19.99,9 Sep 2022
LEGO Pine Trees Small Green Xmas Spruce / Plants X5 NEW A26,£,8.99,9 Sep 2022
New listing2001 LEGO BIONICLE: Jala (1391) McDonalds Happy Meal Toy New in Bag Sealed #4,£,33.07,9 Sep 2022
LEGO Minifigure Hair Bright Yellow Hair Long Parted in Centre 2 x NEW H118,£,3.75,9 Sep 2022
LEGO Ideas Ship In A Bottle (21313) *NEW & SEALED!* - RETIRED!,£,89.99,9 Sep 2022
LEGO® 30420 - Harry Potter und Hedwig: Eulenlieferung Owl - Polybag - NEU & OVP,£,4.15,9 Sep 2022
LEGO Sword Saber Curved Blade Pearl Gold Weapon 4 x NEW W37,£,3.49,9 Sep 2022
LEGO TECHNIC: Crawler Crane (42042),£,185.0,9 Sep 2022
"New Lego Black Skateboard/Trolley Wheel, Part No. 2496, Pack of 10",£,3.99,9 Sep 2022
LEGO® Polybag AUSSUCHEN Marvel DC City Star Wars Disney Creator Minecraft Neu,,,9 Sep 2022
"3x Lego Hair 37823 Light Yellow, Black, Light Grey Female NEW",£,3.95,9 Sep 2022
LEGO® Star Wars 75150 - Vader's TIE Advanced vs. A-Wing NEU NEW SEALED ,£,154.95,9 Sep 2022
Lego The Movie Super Secrets Dropship 70815,£,110.0,9 Sep 2022
LEGO Technic Chevrolet Corvette ZR1 (42093),£,41.75,9 Sep 2022
Lego Star Wars Luke Skywalker's Landspeeder (75271),£,52.75,9 Sep 2022
RETIRED SET - LEGO ART The Beatles 31198,£,124.99,9 Sep 2022
LEGO CITY: Sports Car (30349),£,0.99,9 Sep 2022
"LEGO Harry Potter Fawkes, Dumbledore’s Phoenix (76394)",£,35.0,9 Sep 2022
LEGO Female Girl Minifigure Figure Old Lady Grandma Grand Mother Grey Hair ,£,3.5,9 Sep 2022
LEGO 30420 Harry Potter and Hedwig Polybag 2021 Exclusive,£,4.5,9 Sep 2022
LEGO The LEGO Movie 2: Emmet's Dream House/Rescue Rocket! (70831),£,26.55,9 Sep 2022
LEGO Batman vs Riddler Robbery 76137,£,21.11,9 Sep 2022
LEGO 4002017 nutcracker PDF Complete Bldg Instructions + parts list,£,20.88,9 Sep 2022
LEGO STAR CLONE WARS Order 66 Emperor Palpatine Hologram Piece Super Rare! NEW,£,10.52,9 Sep 2022
Lego Angry Birds Piggy Pirate Ship 75825 - Brand NEW & SEALED. FAST & FREE P&P,£,66.65,9 Sep 2022
LEGO Star Wars: Republic Fighter Tank (75342),£,52.5,9 Sep 2022
NEW Lego Classic Town 6482 Rescue Helicopter Sealed LEGOLAND,£,537.3,9 Sep 2022
title,currency,sold_price,sold_date
Lego Minifigure Female Hair x 1 Bright Light Yellow Long Straight Middle Parting,£,1.9,9 Sep 2022
Lego 73141 Luke Skywalker's Landspeeder Factory Sealed,£,154.99,9 Sep 2022
LEGO Star Wars Figuren Sammlung über 900 verschiedene Figuren zum Auswählen  NEU,,,9 Sep 2022
LEGO NINJAGO: Jay Polybag Set 891946 BNSIP,£,3.99,9 Sep 2022
New listingLEGO Harry Potter Hogwarts Castle (4842),£,179.0,9 Sep 2022
,£,46.42,9 Sep 2022
"LEGO 75318 Star Wars: The Mandalorian The Child Baby Yoda Figure Gift Idea, New！",£,46.99,9 Sep 2022
New/Sealed LEGO Star Wars Obi-Wan's Hut (75270) **RETIRED**,£,41.99,9 Sep 2022
Lego Animal 5 x Green Frog 33320 (From 70802) Grenouille Minifigure New,£,1.25,9 Sep 2022
LEGO Disney Princess Cinderella Mini Castle (30554) Polybag Set NEW SEALED,£,11.48,9 Sep 2022
"LEGO Star Wars at-TE Walker 75337 Building Toy Set - (1,082 Pieces) - In Hand",£,161.01,9 Sep 2022
LEGO creator 31096 Twin-Rotor Helicopter  3 in 1,£,49.99,9 Sep 2022
🔥FREE SHIPPING-Lego Back to the future Delorean Time Machine 10300 - 🔥🚚,£,174.99,9 Sep 2022
"LEGO Minecraft - Steve, Zombie and Pig - Foil Pack 662101 - New & Sealed 2021 ",£,5.99,9 Sep 2022
LEGO Minecraft - TNT Launcher and Skeleton - Foil Pack 66202 - New & Sealed 2022,£,5.49,9 Sep 2022
Avengers  Iron Man lego 6+,£,5.7,9 Sep 2022
LEGO® STAR WARS™ 75328 Mandalorianer Helm / NEU OVP,£,40.19,9 Sep 2022
Lego Creator Transport Plane (30189) Set.Brand New In Poly bag.,£,3.99,9 Sep 2022
LEGO 10717 CLASSIC BRICKS BRICKS BRICKS STARTER SET 1500 PIECES & IDEAS *NEW*,£,49.99,9 Sep 2022
60314 LEGO City Kids Construction Kit Toy Play Set Ice Cream Truck Police Chase,£,24.99,9 Sep 2022
Lego City Stuntz Bike 60297 & 60298 Demolition & Rocket Bikes - New and Sealed,£,9.75,9 Sep 2022
LEGO London bus 10258,£,102.95,9 Sep 2022
Lego Harry Potter Contruis ton propre Château Poudlard 30435,£,8.87,9 Sep 2022
NEW LEGO 40567 FOREST HIDEOUT 90TH ANNIVERSAY EDITION 258PCS TOYS,£,43.51,9 Sep 2022
"LEGO Super Heroes: Venom Head (76187) BRAND NEW, SEALED",£,23.0,9 Sep 2022
New listingLEGO 60224 CITY NASA SATELLITE SERVICE Mission PLAYSET NEW & SEALED,£,14.99,9 Sep 2022
️Lego Seasonal 10293 Santa’s Visit Brand New Sealed Box ,£,84.95,9 Sep 2022
LEGO® Super Mario™ - Adventures with Luigi Starter Course 71387 [New Toy] Bric,£,50.12,9 Sep 2022
LEGO El Fuego's Stunt Cannon (30464) Hidden Side Polybag Set Brand New Sealed,£,9.39,9 Sep 2022
LEGO 70419 Wrecked Shrimp Boat Hidden Side Fast Free Shipping,£,34.82,9 Sep 2022
Lego Creator 10291 Queer Eye – The Fab 5 Loft Building Kit 974 Pcs,£,34.81,9 Sep 2022
LEGO TECHNIC: Lamborghini Sián FKP 37 (42115) NEW SEALED IN ORIGINAL PACKAGING,£,249.99,9 Sep 2022
New listingLEGO 21331 Sonic the Hedgehog Green Hill Zone Dr Robotnik IDEAS #039 New,£,48.73,9 Sep 2022
LEGO Architecture United Nations Headquarters 21018 New York Landmark Retired,£,100.05,9 Sep 2022
New listing76217 LEGO Marvel The Infinity Saga I am Groot Building Set 476 Pieces Age 10+,£,30.0,9 Sep 2022
LEGO Super Heroes: Iron Man Armoury (76167),£,25.0,9 Sep 2022
Brand new Lego 76101 Marvel Avengers Infinity War Super Heroes Outrider Dropship,£,18.0,9 Sep 2022
LEGO Juniors Disney Princess Belle's Story Time 10762 Retired NEW,£,15.62,9 Sep 2022
Vidiyo Lego WEREWOLF DRUMMER 43101 Vidiyo Bandmates Minifigure,£,9.85,9 Sep 2022
LEGO City - Express Passenger Train - 60337,£,129.99,9 Sep 2022
Lego 75312 Star Wars Boba Fett’s Starship  New Factory Sealed Free Shipping ,£,34.77,9 Sep 2022
"LEGO Elves The Starlight Inn (41174) (NISB), Free Shipping!",£,113.14,9 Sep 2022
LEGO Seasonal (40263): Christmas Town Square - New/Sealed/Winter/HTF/Xmas 🐙,£,42.22,9 Sep 2022
Lego Orange Fish Minifigure X2 Water Animal / Pet / Zoo / Wild / Spare,£,1.19,9 Sep 2022
Lego Ninjago Polybag 30080: Ninja Glider,£,6.49,9 Sep 2022
LEGO Star Wars Polybag Imperial Shuttle Brand New & Sealed 30246,£,4.69,9 Sep 2022
Lego Bricklink Designer Program Round 2 - Modular LEGO Store (910009) - PRESALE,£,604.93,9 Sep 2022
LEGO Star Wars Hoth Generator Attack (75239).....NEW,£,12.0,9 Sep 2022
LEGO Darth Vader Meditation Chamber STAR WARS 75296 Brand New Sealed Episode I V,£,43.51,9 Sep 2022
LEGO Ideas: Old Fishing Store (21310) BNISB,£,280.0,9 Sep 2022
LEGO 41252 Trolls World Tour Poppy's Hot Air Balloon Adventure 250 Pcs NEW,£,21.72,9 Sep 2022
Lego Star Wars Hoth Medical Chamber (75203),£,49.99,9 Sep 2022
New Lego Dimensions Fun Pack 71216 Ninjago Nya And Samurai Mech NIB,£,12.09,9 Sep 2022
LEGO® Minecraft -  21151 Das letzte Gefecht - Neu & Ovp,£,40.2,9 Sep 2022
LEGO Millennium Falcon Star Wars TM (75257) *Factory Sealed BIN*,£,117.5,9 Sep 2022
LEGO Disney Encanto The Madrigal House 43202 Building Kit,£,37.42,9 Sep 2022
LEGO DC COMICS SUPER HEROES - 30303 - The Joker Bumpercar - New in Polybag,£,4.89,9 Sep 2022
NEW SEALED LEGO Star Wars Obi-Wan Kenobi & Darth Vader Brickheadz 40547,£,34.81,9 Sep 2022
New listingLEGO LEGO Harry Potter Advent Calendar Harry Potter 75981 Christmas Sealed NISB,£,17.4,9 Sep 2022
New listingLEGO Bionicle - 2x Kanohi Masks (8530) 2001 Sealed Polybag,£,77.47,9 Sep 2022
title,currency,sold_price,sold_date
LEGO® Super Mario™ - Adventures with Luigi Starter Course 71387 [New Toy] Bric,£,50.12,9 Sep 2022
76193 The Guardians’ Ship Lego Marvel- THE INFINITY SAGA ( BRAND NEW ),£,130.43,9 Sep 2022
LEGO Icons: The Friends Apartments (10292) BRAND NEW,£,134.96,9 Sep 2022
LEGO Star Wars: Imperial Probe Droid (75306) BRAND NEW,£,43.05,9 Sep 2022
LEGO El Fuego's Stunt Cannon (30464) Hidden Side Polybag Set Brand New Sealed,£,9.39,9 Sep 2022
LEGO 70419 Wrecked Shrimp Boat Hidden Side Fast Free Shipping,£,34.82,9 Sep 2022
Lego Creator 10291 Queer Eye – The Fab 5 Loft Building Kit 974 Pcs,£,34.81,9 Sep 2022
LEGO TECHNIC: Lamborghini Sián FKP 37 (42115) NEW SEALED IN ORIGINAL PACKAGING,£,249.99,9 Sep 2022
New listingLEGO 21331 Sonic the Hedgehog Green Hill Zone Dr Robotnik IDEAS #039 New,£,48.73,9 Sep 2022
LEGO Architecture United Nations Headquarters 21018 New York Landmark Retired,£,100.05,9 Sep 2022
New listing76217 LEGO Marvel The Infinity Saga I am Groot Building Set 476 Pieces Age 10+,£,30.0,9 Sep 2022
LEGO Super Heroes: Iron Man Armoury (76167),£,25.0,9 Sep 2022
Brand new Lego 76101 Marvel Avengers Infinity War Super Heroes Outrider Dropship,£,18.0,9 Sep 2022
LEGO Juniors Disney Princess Belle's Story Time 10762 Retired NEW,£,15.62,9 Sep 2022
Vidiyo Lego WEREWOLF DRUMMER 43101 Vidiyo Bandmates Minifigure,£,9.85,9 Sep 2022
LEGO City - Express Passenger Train - 60337,£,129.99,9 Sep 2022
Lego 75312 Star Wars Boba Fett’s Starship  New Factory Sealed Free Shipping ,£,34.77,9 Sep 2022
"LEGO Elves The Starlight Inn (41174) (NISB), Free Shipping!",£,113.14,9 Sep 2022
LEGO Seasonal (40263): Christmas Town Square - New/Sealed/Winter/HTF/Xmas 🐙,£,42.22,9 Sep 2022
Lego Orange Fish Minifigure X2 Water Animal / Pet / Zoo / Wild / Spare,£,1.19,9 Sep 2022
Lego Ninjago Polybag 30080: Ninja Glider,£,6.49,9 Sep 2022
LEGO Star Wars Polybag Imperial Shuttle Brand New & Sealed 30246,£,4.69,9 Sep 2022
Lego Bricklink Designer Program Round 2 - Modular LEGO Store (910009) - PRESALE,£,604.93,9 Sep 2022
LEGO Star Wars Hoth Generator Attack (75239).....NEW,£,12.0,9 Sep 2022
LEGO Darth Vader Meditation Chamber STAR WARS 75296 Brand New Sealed Episode I V,£,43.51,9 Sep 2022
LEGO Ideas: Old Fishing Store (21310) BNISB,£,280.0,9 Sep 2022
LEGO 41252 Trolls World Tour Poppy's Hot Air Balloon Adventure 250 Pcs NEW,£,21.72,9 Sep 2022
Lego Star Wars Hoth Medical Chamber (75203),£,49.99,9 Sep 2022
New Lego Dimensions Fun Pack 71216 Ninjago Nya And Samurai Mech NIB,£,12.09,9 Sep 2022
LEGO® Minecraft -  21151 Das letzte Gefecht - Neu & Ovp,£,40.2,9 Sep 2022
LEGO Millennium Falcon Star Wars TM (75257) *Factory Sealed BIN*,£,117.5,9 Sep 2022
LEGO Disney Encanto The Madrigal House 43202 Building Kit,£,37.42,9 Sep 2022
LEGO DC COMICS SUPER HEROES - 30303 - The Joker Bumpercar - New in Polybag,£,4.89,9 Sep 2022
NEW SEALED LEGO Star Wars Obi-Wan Kenobi & Darth Vader Brickheadz 40547,£,34.81,9 Sep 2022
New listingLEGO LEGO Harry Potter Advent Calendar Harry Potter 75981 Christmas Sealed NISB,£,17.4,9 Sep 2022
New listingLEGO Bionicle - 2x Kanohi Masks (8530) 2001 Sealed Polybag,£,77.47,9 Sep 2022
LEGO Harry Potter: Hermione's Study Desk (30392) Polybag Retired NEW,£,7.74,9 Sep 2022
"LEGO 75890 Ferrari F40, 75891 Chevrolet, 75892 McLaren, 75895 Porsche NEW Sealed",£,62.49,9 Sep 2022
LEGO 70835 The LEGO Movie 2 Rex's Rexplorer New Sealed,£,72.85,9 Sep 2022
Star Wars Lego 912286 Mandalorian Warrior Mini-Figure Polybag NEW SEALED 2022,£,5.0,9 Sep 2022
